year,sport,c1,c2,c
2008,Aquatics,AUS,AUT,1
2008,Aquatics,AUS,BRA,1
2008,Aquatics,AUS,CAN,1
2008,Aquatics,AUS,CHN,5
2008,Aquatics,AUS,FRA,3
2008,Aquatics,AUS,GER,2
2008,Aquatics,AUS,JPN,2
2008,Aquatics,AUS,MEX,1
2008,Aquatics,AUS,NED,2
2008,Aquatics,AUS,NOR,1
2008,Aquatics,AUS,RUS,2
2008,Aquatics,AUS,SRB,1
2008,Aquatics,AUS,TUN,1
2008,Aquatics,AUS,USA,17
2008,Aquatics,AUS,ZIM,2
2008,Aquatics,AUT,AUS,1
2008,Aquatics,AUT,USA,1
2008,Aquatics,BRA,AUS,1
2008,Aquatics,BRA,FRA,2
2008,Aquatics,CAN,AUS,1
2008,Aquatics,CAN,CHN,2
2008,Aquatics,CAN,TUN,1
2008,Aquatics,CHN,AUS,5
2008,Aquatics,CHN,CAN,2
2008,Aquatics,CHN,ESP,1
2008,Aquatics,CHN,GER,2
2008,Aquatics,CHN,ITA,1
2008,Aquatics,CHN,KOR,1
2008,Aquatics,CHN,MEX,1
2008,Aquatics,CHN,RUS,6
2008,Aquatics,CHN,SLO,1
2008,Aquatics,CHN,UKR,1
2008,Aquatics,CHN,USA,3
2008,Aquatics,DEN,GBR,1
2008,Aquatics,DEN,ITA,1
2008,Aquatics,ESP,CHN,1
2008,Aquatics,ESP,JPN,1
2008,Aquatics,ESP,RUS,2
2008,Aquatics,FRA,AUS,3
2008,Aquatics,FRA,BRA,2
2008,Aquatics,FRA,JPN,2
2008,Aquatics,FRA,NOR,1
2008,Aquatics,FRA,USA,2
2008,Aquatics,GBR,DEN,1
2008,Aquatics,GBR,GER,1
2008,Aquatics,GBR,ITA,1
2008,Aquatics,GBR,NED,1
2008,Aquatics,GBR,RUS,1
2008,Aquatics,GBR,USA,1
2008,Aquatics,GER,AUS,2
2008,Aquatics,GER,CHN,2
2008,Aquatics,GER,GBR,1
2008,Aquatics,GER,NED,1
2008,Aquatics,GER,RUS,2
2008,Aquatics,GER,USA,2
2008,Aquatics,HUN,JPN,1
2008,Aquatics,HUN,SRB,1
2008,Aquatics,HUN,USA,4
2008,Aquatics,ITA,CHN,1
2008,Aquatics,ITA,DEN,1
2008,Aquatics,ITA,GBR,1
2008,Aquatics,ITA,SLO,1
2008,Aquatics,JPN,AUS,2
2008,Aquatics,JPN,ESP,1
2008,Aquatics,JPN,FRA,2
2008,Aquatics,JPN,HUN,1
2008,Aquatics,JPN,NOR,1
2008,Aquatics,JPN,RUS,1
2008,Aquatics,JPN,USA,3
2008,Aquatics,JPN,ZIM,1
2008,Aquatics,KOR,CHN,1
2008,Aquatics,KOR,USA,2
2008,Aquatics,MEX,AUS,1
2008,Aquatics,MEX,CHN,1
2008,Aquatics,NED,AUS,2
2008,Aquatics,NED,GBR,1
2008,Aquatics,NED,GER,1
2008,Aquatics,NED,USA,2
2008,Aquatics,NOR,AUS,1
2008,Aquatics,NOR,FRA,1
2008,Aquatics,NOR,JPN,1
2008,Aquatics,NOR,USA,1
2008,Aquatics,RUS,AUS,2
2008,Aquatics,RUS,CHN,6
2008,Aquatics,RUS,ESP,2
2008,Aquatics,RUS,GBR,1
2008,Aquatics,RUS,GER,2
2008,Aquatics,RUS,JPN,1
2008,Aquatics,RUS,UKR,1
2008,Aquatics,RUS,USA,3
2008,Aquatics,SLO,CHN,1
2008,Aquatics,SLO,ITA,1
2008,Aquatics,SRB,AUS,1
2008,Aquatics,SRB,HUN,1
2008,Aquatics,SRB,USA,2
2008,Aquatics,TUN,AUS,1
2008,Aquatics,TUN,CAN,1
2008,Aquatics,UKR,CHN,1
2008,Aquatics,UKR,RUS,1
2008,Aquatics,USA,AUS,17
2008,Aquatics,USA,AUT,1
2008,Aquatics,USA,CHN,3
2008,Aquatics,USA,FRA,2
2008,Aquatics,USA,GBR,1
2008,Aquatics,USA,GER,2
2008,Aquatics,USA,HUN,4
2008,Aquatics,USA,JPN,3
2008,Aquatics,USA,KOR,2
2008,Aquatics,USA,NED,2
2008,Aquatics,USA,NOR,1
2008,Aquatics,USA,RUS,3
2008,Aquatics,USA,SRB,2
2008,Aquatics,USA,ZIM,4
2008,Aquatics,ZIM,AUS,2
2008,Aquatics,ZIM,JPN,1
2008,Aquatics,ZIM,USA,4
2008,Archery,CHN,FRA,1
2008,Archery,CHN,ITA,1
2008,Archery,CHN,KOR,3
2008,Archery,FRA,CHN,1
2008,Archery,FRA,KOR,1
2008,Archery,ITA,CHN,1
2008,Archery,ITA,KOR,1
2008,Archery,KOR,CHN,3
2008,Archery,KOR,FRA,1
2008,Archery,KOR,ITA,1
2008,Archery,KOR,RUS,1
2008,Archery,KOR,UKR,1
2008,Archery,RUS,KOR,1
2008,Archery,RUS,UKR,1
2008,Archery,UKR,KOR,1
2008,Archery,UKR,RUS,1
2008,Athletics,AUS,CAN,1
2008,Athletics,AUS,ECU,1
2008,Athletics,AUS,ITA,1
2008,Athletics,AUS,RUS,3
2008,Athletics,AUS,UKR,1
2008,Athletics,AUS,USA,1
2008,Athletics,BAH,GBR,1
2008,Athletics,BAH,POR,1
2008,Athletics,BAH,RUS,1
2008,Athletics,BAH,USA,1
2008,Athletics,BEL,CRO,1
2008,Athletics,BEL,NGR,1
2008,Athletics,BEL,RUS,2
2008,Athletics,BLR,CHN,1
2008,Athletics,BLR,CUB,2
2008,Athletics,BLR,NZL,1
2008,Athletics,BLR,POL,1
2008,Athletics,BLR,SLO,1
2008,Athletics,BLR,USA,2
2008,Athletics,BRA,NGR,1
2008,Athletics,BRA,RUS,1
2008,Athletics,CAN,AUS,1
2008,Athletics,CAN,USA,1
2008,Athletics,CHN,BLR,1
2008,Athletics,CHN,CUB,1
2008,Athletics,CHN,KEN,1
2008,Athletics,CHN,ROU,1
2008,Athletics,CMR,GRE,1
2008,Athletics,CMR,RUS,1
2008,Athletics,CRO,BEL,1
2008,Athletics,CRO,RUS,1
2008,Athletics,CUB,BLR,2
2008,Athletics,CUB,CHN,1
2008,Athletics,CUB,PAN,1
2008,Athletics,CUB,RSA,1
2008,Athletics,CUB,UKR,1
2008,Athletics,CUB,USA,3
2008,Athletics,CZE,GER,1
2008,Athletics,CZE,RUS,1
2008,Athletics,ECU,AUS,1
2008,Athletics,ECU,RUS,1
2008,Athletics,EST,LTU,1
2008,Athletics,EST,POL,1
2008,Athletics,ETH,KEN,3
2008,Athletics,ETH,MAR,1
2008,Athletics,ETH,TUR,2
2008,Athletics,ETH,USA,1
2008,Athletics,FIN,LAT,1
2008,Athletics,FIN,NOR,1
2008,Athletics,FRA,KEN,2
2008,Athletics,FRA,NZL,1
2008,Athletics,GBR,BAH,1
2008,Athletics,GBR,JAM,2
2008,Athletics,GBR,POR,1
2008,Athletics,GBR,RUS,1
2008,Athletics,GBR,USA,2
2008,Athletics,GER,CZE,1
2008,Athletics,GER,RUS,1
2008,Athletics,GRE,CMR,1
2008,Athletics,GRE,RUS,1
2008,Athletics,ITA,AUS,1
2008,Athletics,ITA,NOR,1
2008,Athletics,ITA,RUS,2
2008,Athletics,JAM,GBR,2
2008,Athletics,JAM,JPN,1
2008,Athletics,JAM,RUS,1
2008,Athletics,JAM,TRI,2
2008,Athletics,JAM,USA,6
2008,Athletics,JPN,JAM,1
2008,Athletics,JPN,TRI,1
2008,Athletics,KEN,CHN,1
2008,Athletics,KEN,ETH,3
2008,Athletics,KEN,FRA,2
2008,Athletics,KEN,MAR,2
2008,Athletics,KEN,NZL,1
2008,Athletics,KEN,ROU,1
2008,Athletics,KEN,RUS,1
2008,Athletics,KEN,SUD,1
2008,Athletics,KEN,UKR,1
2008,Athletics,LAT,FIN,1
2008,Athletics,LAT,NOR,1
2008,Athletics,LTU,EST,1
2008,Athletics,LTU,POL,1
2008,Athletics,MAR,ETH,1
2008,Athletics,MAR,KEN,2
2008,Athletics,NGR,BEL,1
2008,Athletics,NGR,BRA,1
2008,Athletics,NGR,RUS,2
2008,Athletics,NOR,FIN,1
2008,Athletics,NOR,ITA,1
2008,Athletics,NOR,LAT,1
2008,Athletics,NOR,RUS,1
2008,Athletics,NZL,BLR,1
2008,Athletics,NZL,FRA,1
2008,Athletics,NZL,KEN,1
2008,Athletics,PAN,CUB,1
2008,Athletics,PAN,RSA,1
2008,Athletics,POL,BLR,1
2008,Athletics,POL,EST,1
2008,Athletics,POL,LTU,1
2008,Athletics,POL,USA,1
2008,Athletics,POR,BAH,1
2008,Athletics,POR,GBR,1
2008,Athletics,ROU,CHN,1
2008,Athletics,ROU,KEN,1
2008,Athletics,RSA,CUB,1
2008,Athletics,RSA,PAN,1
2008,Athletics,RUS,AUS,3
2008,Athletics,RUS,BAH,1
2008,Athletics,RUS,BEL,2
2008,Athletics,RUS,BRA,1
2008,Athletics,RUS,CMR,1
2008,Athletics,RUS,CRO,1
2008,Athletics,RUS,CZE,1
2008,Athletics,RUS,ECU,1
2008,Athletics,RUS,GBR,1
2008,Athletics,RUS,GER,1
2008,Athletics,RUS,GRE,1
2008,Athletics,RUS,ITA,2
2008,Athletics,RUS,JAM,1
2008,Athletics,RUS,KEN,1
2008,Athletics,RUS,NGR,2
2008,Athletics,RUS,NOR,1
2008,Athletics,RUS,UKR,2
2008,Athletics,RUS,USA,4
2008,Athletics,SLO,BLR,1
2008,Athletics,SUD,KEN,1
2008,Athletics,TRI,JAM,2
2008,Athletics,TRI,JPN,1
2008,Athletics,TRI,USA,1
2008,Athletics,TUR,ETH,2
2008,Athletics,TUR,USA,1
2008,Athletics,UKR,AUS,1
2008,Athletics,UKR,CUB,1
2008,Athletics,UKR,KEN,1
2008,Athletics,UKR,RUS,2
2008,Athletics,UKR,USA,2
2008,Athletics,USA,AUS,1
2008,Athletics,USA,BAH,1
2008,Athletics,USA,BLR,2
2008,Athletics,USA,CAN,1
2008,Athletics,USA,CUB,3
2008,Athletics,USA,ETH,1
2008,Athletics,USA,GBR,2
2008,Athletics,USA,JAM,6
2008,Athletics,USA,POL,1
2008,Athletics,USA,RUS,4
2008,Athletics,USA,TRI,1
2008,Athletics,USA,TUR,1
2008,Athletics,USA,UKR,2
2008,Badminton,CHN,INA,3
2008,Badminton,CHN,KOR,2
2008,Badminton,CHN,MAS,1
2008,Badminton,INA,CHN,3
2008,Badminton,INA,KOR,2
2008,Badminton,KOR,CHN,2
2008,Badminton,KOR,INA,2
2008,Badminton,MAS,CHN,1
2008,Baseball,CUB,KOR,1
2008,Baseball,CUB,USA,1
2008,Baseball,KOR,CUB,1
2008,Baseball,KOR,USA,1
2008,Baseball,USA,CUB,1
2008,Baseball,USA,KOR,1
2008,Basketball,ARG,ESP,1
2008,Basketball,ARG,USA,1
2008,Basketball,AUS,RUS,1
2008,Basketball,AUS,USA,1
2008,Basketball,ESP,ARG,1
2008,Basketball,ESP,USA,1
2008,Basketball,RUS,AUS,1
2008,Basketball,RUS,USA,1
2008,Basketball,USA,ARG,1
2008,Basketball,USA,AUS,1
2008,Basketball,USA,ESP,1
2008,Basketball,USA,RUS,1
2008,Boxing,ARM,FRA,1
2008,Boxing,ARM,RUS,1
2008,Boxing,AZE,FRA,1
2008,Boxing,AZE,UKR,1
2008,Boxing,CHN,CUB,2
2008,Boxing,CHN,GBR,2
2008,Boxing,CHN,IRL,2
2008,Boxing,CHN,ITA,1
2008,Boxing,CHN,KAZ,2
2008,Boxing,CHN,MGL,1
2008,Boxing,CHN,UKR,1
2008,Boxing,CUB,CHN,2
2008,Boxing,CUB,DOM,1
2008,Boxing,CUB,FRA,1
2008,Boxing,CUB,GBR,1
2008,Boxing,CUB,IND,1
2008,Boxing,CUB,IRL,1
2008,Boxing,CUB,ITA,2
2008,Boxing,CUB,KAZ,1
2008,Boxing,CUB,KOR,1
2008,Boxing,CUB,MDA,1
2008,Boxing,CUB,MGL,2
2008,Boxing,CUB,MRI,1
2008,Boxing,CUB,RUS,3
2008,Boxing,CUB,THA,2
2008,Boxing,DOM,CUB,1
2008,Boxing,DOM,FRA,1
2008,Boxing,DOM,THA,1
2008,Boxing,FRA,ARM,1
2008,Boxing,FRA,AZE,1
2008,Boxing,FRA,CUB,1
2008,Boxing,FRA,DOM,1
2008,Boxing,FRA,RUS,1
2008,Boxing,FRA,THA,1
2008,Boxing,FRA,TUR,1
2008,Boxing,FRA,UKR,1
2008,Boxing,GBR,CHN,2
2008,Boxing,GBR,CUB,1
2008,Boxing,GBR,IND,1
2008,Boxing,GBR,IRL,2
2008,Boxing,GBR,ITA,1
2008,Boxing,IND,CUB,1
2008,Boxing,IND,GBR,1
2008,Boxing,IRL,CHN,2
2008,Boxing,IRL,CUB,1
2008,Boxing,IRL,GBR,2
2008,Boxing,IRL,KAZ,1
2008,Boxing,IRL,MGL,1
2008,Boxing,ITA,CHN,1
2008,Boxing,ITA,CUB,2
2008,Boxing,ITA,GBR,1
2008,Boxing,ITA,RUS,1
2008,Boxing,ITA,THA,1
2008,Boxing,ITA,UKR,1
2008,Boxing,ITA,USA,1
2008,Boxing,KAZ,CHN,2
2008,Boxing,KAZ,CUB,1
2008,Boxing,KAZ,IRL,1
2008,Boxing,KAZ,KOR,1
2008,Boxing,KOR,CUB,1
2008,Boxing,KOR,KAZ,1
2008,Boxing,MDA,CUB,1
2008,Boxing,MDA,MGL,1
2008,Boxing,MGL,CHN,1
2008,Boxing,MGL,CUB,2
2008,Boxing,MGL,IRL,1
2008,Boxing,MGL,MDA,1
2008,Boxing,MGL,MRI,1
2008,Boxing,MRI,CUB,1
2008,Boxing,MRI,MGL,1
2008,Boxing,RUS,ARM,1
2008,Boxing,RUS,CUB,3
2008,Boxing,RUS,FRA,1
2008,Boxing,RUS,ITA,1
2008,Boxing,RUS,THA,1
2008,Boxing,RUS,USA,1
2008,Boxing,THA,CUB,2
2008,Boxing,THA,DOM,1
2008,Boxing,THA,FRA,1
2008,Boxing,THA,ITA,1
2008,Boxing,THA,RUS,1
2008,Boxing,TUR,FRA,1
2008,Boxing,TUR,UKR,1
2008,Boxing,UKR,AZE,1
2008,Boxing,UKR,CHN,1
2008,Boxing,UKR,FRA,1
2008,Boxing,UKR,ITA,1
2008,Boxing,UKR,TUR,1
2008,Boxing,USA,ITA,1
2008,Boxing,USA,RUS,1
2008,"Canoe / Kayak",AUS,AUT,1
2008,"Canoe / Kayak",AUS,CAN,1
2008,"Canoe / Kayak",AUS,GBR,3
2008,"Canoe / Kayak",AUS,GER,1
2008,"Canoe / Kayak",AUS,HUN,1
2008,"Canoe / Kayak",AUS,NOR,1
2008,"Canoe / Kayak",AUS,SVK,2
2008,"Canoe / Kayak",AUT,AUS,1
2008,"Canoe / Kayak",AUT,SVK,1
2008,"Canoe / Kayak",BLR,ESP,1
2008,"Canoe / Kayak",BLR,GER,3
2008,"Canoe / Kayak",BLR,HUN,1
2008,"Canoe / Kayak",BLR,SVK,1
2008,"Canoe / Kayak",CAN,AUS,1
2008,"Canoe / Kayak",CAN,ESP,1
2008,"Canoe / Kayak",CAN,GBR,1
2008,"Canoe / Kayak",CAN,HUN,1
2008,"Canoe / Kayak",CHN,GER,1
2008,"Canoe / Kayak",CHN,RUS,1
2008,"Canoe / Kayak",CZE,RUS,1
2008,"Canoe / Kayak",CZE,SVK,1
2008,"Canoe / Kayak",DEN,GER,1
2008,"Canoe / Kayak",DEN,ITA,1
2008,"Canoe / Kayak",ESP,BLR,1
2008,"Canoe / Kayak",ESP,CAN,1
2008,"Canoe / Kayak",ESP,GER,1
2008,"Canoe / Kayak",ESP,HUN,1
2008,"Canoe / Kayak",ESP,RUS,1
2008,"Canoe / Kayak",ESP,UKR,1
2008,"Canoe / Kayak",FRA,GER,1
2008,"Canoe / Kayak",FRA,HUN,1
2008,"Canoe / Kayak",FRA,POL,1
2008,"Canoe / Kayak",FRA,TOG,1
2008,"Canoe / Kayak",GBR,AUS,3
2008,"Canoe / Kayak",GBR,CAN,1
2008,"Canoe / Kayak",GBR,NOR,1
2008,"Canoe / Kayak",GBR,SVK,1
2008,"Canoe / Kayak",GER,AUS,1
2008,"Canoe / Kayak",GER,BLR,3
2008,"Canoe / Kayak",GER,CHN,1
2008,"Canoe / Kayak",GER,DEN,1
2008,"Canoe / Kayak",GER,ESP,1
2008,"Canoe / Kayak",GER,FRA,1
2008,"Canoe / Kayak",GER,HUN,2
2008,"Canoe / Kayak",GER,ITA,2
2008,"Canoe / Kayak",GER,RUS,1
2008,"Canoe / Kayak",GER,SVK,1
2008,"Canoe / Kayak",GER,TOG,1
2008,"Canoe / Kayak",GER,UKR,1
2008,"Canoe / Kayak",HUN,AUS,1
2008,"Canoe / Kayak",HUN,BLR,1
2008,"Canoe / Kayak",HUN,CAN,1
2008,"Canoe / Kayak",HUN,ESP,1
2008,"Canoe / Kayak",HUN,FRA,1
2008,"Canoe / Kayak",HUN,GER,2
2008,"Canoe / Kayak",HUN,POL,1
2008,"Canoe / Kayak",ITA,DEN,1
2008,"Canoe / Kayak",ITA,GER,2
2008,"Canoe / Kayak",ITA,UKR,1
2008,"Canoe / Kayak",NOR,AUS,1
2008,"Canoe / Kayak",NOR,GBR,1
2008,"Canoe / Kayak",POL,FRA,1
2008,"Canoe / Kayak",POL,HUN,1
2008,"Canoe / Kayak",RUS,CHN,1
2008,"Canoe / Kayak",RUS,CZE,1
2008,"Canoe / Kayak",RUS,ESP,1
2008,"Canoe / Kayak",RUS,GER,1
2008,"Canoe / Kayak",RUS,SVK,1
2008,"Canoe / Kayak",RUS,UKR,1
2008,"Canoe / Kayak",SVK,AUS,2
2008,"Canoe / Kayak",SVK,AUT,1
2008,"Canoe / Kayak",SVK,BLR,1
2008,"Canoe / Kayak",SVK,CZE,1
2008,"Canoe / Kayak",SVK,GBR,1
2008,"Canoe / Kayak",SVK,GER,1
2008,"Canoe / Kayak",SVK,RUS,1
2008,"Canoe / Kayak",TOG,FRA,1
2008,"Canoe / Kayak",TOG,GER,1
2008,"Canoe / Kayak",UKR,ESP,1
2008,"Canoe / Kayak",UKR,GER,1
2008,"Canoe / Kayak",UKR,ITA,1
2008,"Canoe / Kayak",UKR,RUS,1
2008,Cycling,ARG,ESP,1
2008,Cycling,ARG,RUS,1
2008,Cycling,AUS,CHN,1
2008,Cycling,AUS,GBR,1
2008,Cycling,CHN,AUS,1
2008,Cycling,CHN,GBR,1
2008,Cycling,CUB,ESP,1
2008,Cycling,CUB,NED,1
2008,Cycling,DEN,GBR,1
2008,Cycling,DEN,NZL,1
2008,Cycling,ESP,ARG,1
2008,Cycling,ESP,CUB,1
2008,Cycling,ESP,GBR,1
2008,Cycling,ESP,GER,1
2008,Cycling,ESP,NED,1
2008,Cycling,ESP,RUS,1
2008,Cycling,ESP,SUI,1
2008,Cycling,FRA,GBR,2
2008,Cycling,FRA,GER,1
2008,Cycling,FRA,SUI,1
2008,Cycling,FRA,USA,1
2008,Cycling,GBR,AUS,1
2008,Cycling,GBR,CHN,1
2008,Cycling,GBR,DEN,1
2008,Cycling,GBR,ESP,1
2008,Cycling,GBR,FRA,2
2008,Cycling,GBR,GER,2
2008,Cycling,GBR,ITA,1
2008,Cycling,GBR,JPN,1
2008,Cycling,GBR,NZL,2
2008,Cycling,GBR,SUI,1
2008,Cycling,GBR,SWE,1
2008,Cycling,GBR,UKR,1
2008,Cycling,GBR,USA,1
2008,Cycling,GER,ESP,1
2008,Cycling,GER,FRA,1
2008,Cycling,GER,GBR,2
2008,Cycling,GER,POL,1
2008,Cycling,GER,RUS,1
2008,Cycling,ITA,GBR,1
2008,Cycling,ITA,SWE,1
2008,Cycling,JPN,GBR,1
2008,Cycling,LAT,USA,1
2008,Cycling,NED,CUB,1
2008,Cycling,NED,ESP,1
2008,Cycling,NZL,DEN,1
2008,Cycling,NZL,GBR,2
2008,Cycling,POL,GER,1
2008,Cycling,POL,RUS,1
2008,Cycling,RUS,ARG,1
2008,Cycling,RUS,ESP,1
2008,Cycling,RUS,GER,1
2008,Cycling,RUS,POL,1
2008,Cycling,SUI,ESP,1
2008,Cycling,SUI,FRA,1
2008,Cycling,SUI,GBR,1
2008,Cycling,SUI,SWE,1
2008,Cycling,SUI,USA,2
2008,Cycling,SWE,GBR,1
2008,Cycling,SWE,ITA,1
2008,Cycling,SWE,SUI,1
2008,Cycling,SWE,USA,1
2008,Cycling,UKR,GBR,1
2008,Cycling,USA,FRA,1
2008,Cycling,USA,GBR,1
2008,Cycling,USA,LAT,1
2008,Cycling,USA,SUI,2
2008,Cycling,USA,SWE,1
2008,Equestrian,AUS,GBR,2
2008,Equestrian,AUS,GER,2
2008,Equestrian,CAN,SUI,2
2008,Equestrian,CAN,SWE,1
2008,Equestrian,CAN,USA,2
2008,Equestrian,DEN,GER,1
2008,Equestrian,DEN,NED,2
2008,Equestrian,GBR,AUS,2
2008,Equestrian,GBR,GER,2
2008,Equestrian,GBR,USA,1
2008,Equestrian,GER,AUS,2
2008,Equestrian,GER,DEN,1
2008,Equestrian,GER,GBR,2
2008,Equestrian,GER,NED,2
2008,Equestrian,NED,DEN,2
2008,Equestrian,NED,GER,2
2008,Equestrian,SUI,CAN,2
2008,Equestrian,SUI,USA,2
2008,Equestrian,SWE,CAN,1
2008,Equestrian,USA,CAN,2
2008,Equestrian,USA,GBR,1
2008,Equestrian,USA,SUI,2
2008,Fencing,CHN,FRA,1
2008,Fencing,CHN,ROU,1
2008,Fencing,CHN,UKR,1
2008,Fencing,CHN,USA,1
2008,Fencing,ESP,FRA,1
2008,Fencing,ESP,ITA,1
2008,Fencing,FRA,CHN,1
2008,Fencing,FRA,ESP,1
2008,Fencing,FRA,ITA,3
2008,Fencing,FRA,POL,1
2008,Fencing,FRA,ROU,1
2008,Fencing,FRA,USA,1
2008,Fencing,GER,HUN,1
2008,Fencing,GER,ITA,1
2008,Fencing,GER,JPN,1
2008,Fencing,GER,ROU,1
2008,Fencing,HUN,GER,1
2008,Fencing,HUN,ROU,1
2008,Fencing,ITA,ESP,1
2008,Fencing,ITA,FRA,3
2008,Fencing,ITA,GER,1
2008,Fencing,ITA,JPN,1
2008,Fencing,ITA,KOR,1
2008,Fencing,ITA,POL,1
2008,Fencing,ITA,RUS,1
2008,Fencing,ITA,USA,2
2008,Fencing,JPN,GER,1
2008,Fencing,JPN,ITA,1
2008,Fencing,KOR,ITA,1
2008,Fencing,POL,FRA,1
2008,Fencing,POL,ITA,1
2008,Fencing,ROU,CHN,1
2008,Fencing,ROU,FRA,1
2008,Fencing,ROU,GER,1
2008,Fencing,ROU,HUN,1
2008,Fencing,RUS,ITA,1
2008,Fencing,RUS,USA,1
2008,Fencing,UKR,CHN,1
2008,Fencing,UKR,USA,1
2008,Fencing,USA,CHN,1
2008,Fencing,USA,FRA,1
2008,Fencing,USA,ITA,2
2008,Fencing,USA,RUS,1
2008,Fencing,USA,UKR,1
2008,Football,ARG,BRA,1
2008,Football,ARG,NGR,1
2008,Football,BRA,ARG,1
2008,Football,BRA,GER,1
2008,Football,BRA,NGR,1
2008,Football,BRA,USA,1
2008,Football,GER,BRA,1
2008,Football,GER,USA,1
2008,Football,NGR,ARG,1
2008,Football,NGR,BRA,1
2008,Football,USA,BRA,1
2008,Football,USA,GER,1
2008,Gymnastics,BLR,CHN,1
2008,Gymnastics,BLR,RUS,2
2008,Gymnastics,BLR,UKR,1
2008,Gymnastics,CAN,CHN,2
2008,Gymnastics,CAN,UZB,1
2008,Gymnastics,CHN,BLR,1
2008,Gymnastics,CHN,CAN,2
2008,Gymnastics,CHN,CRO,1
2008,Gymnastics,CHN,ESP,1
2008,Gymnastics,CHN,FRA,1
2008,Gymnastics,CHN,GBR,1
2008,Gymnastics,CHN,GER,2
2008,Gymnastics,CHN,JPN,2
2008,Gymnastics,CHN,KOR,1
2008,Gymnastics,CHN,PRK,1
2008,Gymnastics,CHN,ROU,1
2008,Gymnastics,CHN,RUS,2
2008,Gymnastics,CHN,UKR,1
2008,Gymnastics,CHN,USA,6
2008,Gymnastics,CHN,UZB,2
2008,Gymnastics,CRO,CHN,1
2008,Gymnastics,CRO,GBR,1
2008,Gymnastics,ESP,CHN,1
2008,Gymnastics,ESP,RUS,1
2008,Gymnastics,FRA,CHN,1
2008,Gymnastics,FRA,JPN,1
2008,Gymnastics,FRA,POL,1
2008,Gymnastics,FRA,RUS,1
2008,Gymnastics,GBR,CHN,1
2008,Gymnastics,GBR,CRO,1
2008,Gymnastics,GER,CHN,2
2008,Gymnastics,GER,PRK,1
2008,Gymnastics,GER,USA,1
2008,Gymnastics,JPN,CHN,2
2008,Gymnastics,JPN,FRA,1
2008,Gymnastics,JPN,USA,1
2008,Gymnastics,KOR,CHN,1
2008,Gymnastics,KOR,UZB,1
2008,Gymnastics,POL,FRA,1
2008,Gymnastics,POL,RUS,1
2008,Gymnastics,PRK,CHN,1
2008,Gymnastics,PRK,GER,1
2008,Gymnastics,ROU,CHN,1
2008,Gymnastics,ROU,USA,2
2008,Gymnastics,RUS,BLR,2
2008,Gymnastics,RUS,CHN,2
2008,Gymnastics,RUS,ESP,1
2008,Gymnastics,RUS,FRA,1
2008,Gymnastics,RUS,POL,1
2008,Gymnastics,RUS,UKR,1
2008,Gymnastics,UKR,BLR,1
2008,Gymnastics,UKR,CHN,1
